id,date,warehouse_id,region,quantity_stored_tons,capacity_tons,utilization_percent
388,2023-05-01,WH-ARU-002,Arusha,2254.3,4213,53.5
389,2023-05-01,WH-KIL-001,Kilimanjaro,1463.56,3053,47.9
390,2023-05-01,WH-KIL-002,Kilimanjaro,2353.81,4199,56.1
391,2023-05-01,WH-DAR-001,Dar es Salaam,1817.02,2543,71.5
392,2023-05-01,WH-DAR-002,Dar es Salaam,1479.07,3161,46.8
393,2023-05-01,WH-MWA-001,Mwanza,627.53,930,67.5
394,2023-05-01,WH-MWA-002,Mwanza,1060.82,2827,37.5
395,2023-05-01,WH-SHI-001,Shinyanga,1108.17,2536,43.7
396,2023-05-01,WH-SHI-002,Shinyanga,2772.37,4536,61.1
397,2023-05-08,WH-MBE-001,Mbeya,2836.22,3903,72.7
398,2023-05-08,WH-MBE-002,Mbeya,2729.26,4442,61.4
399,2023-05-08,WH-IRI-001,Iringa,761.05,1175,64.8
400,2023-05-08,WH-IRI-002,Iringa,1696.29,2541,66.8
401,2023-05-08,WH-RUV-001,Ruvuma,395.7,662,59.8
402,2023-05-08,WH-RUV-002,Ruvuma,912.98,1861,49.1
403,2023-05-08,WH-RUK-001,Rukwa,1132.03,1839,61.6
404,2023-05-08,WH-RUK-002,Rukwa,2520.98,4309,58.5
405,2023-05-08,WH-MOR-001,Morogoro,1233.97,2435,50.7
406,2023-05-08,WH-MOR-002,Morogoro,201.49,586,34.4
407,2023-05-08,WH-DOD-001,Dodoma,893.1,2161,41.3
408,2023-05-08,WH-DOD-002,Dodoma,336.47,630,53.4
409,2023-05-08,WH-ARU-001,Arusha,430.0,955,45.0
410,2023-05-08,WH-ARU-002,Arusha,2172.68,4213,51.6
411,2023-05-08,WH-KIL-001,Kilimanjaro,1412.2,3053,46.3
412,2023-05-08,WH-KIL-002,Kilimanjaro,2214.91,4199,52.7
413,2023-05-08,WH-DAR-001,Dar es Salaam,1689.86,2543,66.5
414,2023-05-08,WH-DAR-002,Dar es Salaam,1425.44,3161,45.1
415,2023-05-08,WH-MWA-001,Mwanza,598.81,930,64.4
416,2023-05-08,WH-MWA-002,Mwanza,978.71,2827,34.6
417,2023-05-08,WH-SHI-001,Shinyanga,1021.93,2536,40.3
418,2023-05-08,WH-SHI-002,Shinyanga,2595.42,4536,57.2
419,2023-05-15,WH-MBE-001,Mbeya,2730.85,3903,70.0
420,2023-05-15,WH-MBE-002,Mbeya,2605.93,4442,58.7
421,2023-05-15,WH-IRI-001,Iringa,719.72,1175,61.3
422,2023-05-15,WH-IRI-002,Iringa,1597.89,2541,62.9
423,2023-05-15,WH-RUV-001,Ruvuma,370.6,662,56.0
424,2023-05-15,WH-RUV-002,Ruvuma,875.94,1861,47.1
425,2023-05-15,WH-RUK-001,Rukwa,1094.49,1839,59.5
426,2023-05-15,WH-RUK-002,Rukwa,2439.64,4309,56.6
427,2023-05-15,WH-MOR-001,Morogoro,1180.8,2435,48.5
428,2023-05-15,WH-MOR-002,Morogoro,192.62,586,32.9
429,2023-05-15,WH-DOD-001,Dodoma,857.46,2161,39.7
430,2023-05-15,WH-DOD-002,Dodoma,325.2,630,51.6
431,2023-05-15,WH-ARU-001,Arusha,414.87,955,43.4
432,2023-05-15,WH-ARU-002,Arusha,2004.96,4213,47.6
433,2023-05-15,WH-KIL-001,Kilimanjaro,1299.26,3053,42.6
434,2023-05-15,WH-KIL-002,Kilimanjaro,2086.19,4199,49.7
435,2023-05-15,WH-DAR-001,Dar es Salaam,1630.41,2543,64.1
436,2023-05-15,WH-DAR-002,Dar es Salaam,1381.98,3161,43.7
437,2023-05-15,WH-MWA-001,Mwanza,551.4,930,59.3
438,2023-05-15,WH-MWA-002,Mwanza,904.25,2827,32.0
439,2023-05-15,WH-SHI-001,Shinyanga,955.64,2536,37.7
440,2023-05-15,WH-SHI-002,Shinyanga,2487.52,4536,54.8
441,2023-05-22,WH-MBE-001,Mbeya,2605.94,3903,66.8
442,2023-05-22,WH-MBE-002,Mbeya,2512.66,4442,56.6
443,2023-05-22,WH-IRI-001,Iringa,666.68,1175,56.7
444,2023-05-22,WH-IRI-002,Iringa,1496.54,2541,58.9
445,2023-05-22,WH-RUV-001,Ruvuma,353.74,662,53.4
446,2023-05-22,WH-RUV-002,Ruvuma,829.94,1861,44.6
447,2023-05-22,WH-RUK-001,Rukwa,1034.16,1839,56.2
448,2023-05-22,WH-RUK-002,Rukwa,2315.94,4309,53.7
449,2023-05-22,WH-MOR-001,Morogoro,1111.57,2435,45.6
450,2023-05-22,WH-MOR-002,Morogoro,184.19,586,31.4
451,2023-05-22,WH-DOD-001,Dodoma,829.69,2161,38.4
452,2023-05-22,WH-DOD-002,Dodoma,299.2,630,47.5
453,2023-05-22,WH-ARU-001,Arusha,394.41,955,41.3
454,2023-05-22,WH-ARU-002,Arusha,1934.78,4213,45.9
455,2023-05-22,WH-KIL-001,Kilimanjaro,1217.37,3053,39.9
456,2023-05-22,WH-KIL-002,Kilimanjaro,1971.1,4199,46.9
457,2023-05-22,WH-DAR-001,Dar es Salaam,1538.58,2543,60.5
458,2023-05-22,WH-DAR-002,Dar es Salaam,1335.74,3161,42.3
459,2023-05-22,WH-MWA-001,Mwanza,529.41,930,56.9
460,2023-05-22,WH-MWA-002,Mwanza,865.25,2827,30.6
461,2023-05-22,WH-SHI-001,Shinyanga,888.4,2536,35.0
462,2023-05-22,WH-SHI-002,Shinyanga,2318.0,4536,51.1
463,2023-05-29,WH-MBE-001,Mbeya,2476.98,3903,63.5
464,2023-05-29,WH-MBE-002,Mbeya,2397.74,4442,54.0
465,2023-05-29,WH-IRI-001,Iringa,642.51,1175,54.7
466,2023-05-29,WH-IRI-002,Iringa,1394.44,2541,54.9
467,2023-05-29,WH-RUV-001,Ruvuma,335.03,662,50.6
468,2023-05-29,WH-RUV-002,Ruvuma,777.59,1861,41.8
469,2023-05-29,WH-RUK-001,Rukwa,978.71,1839,53.2
470,2023-05-29,WH-RUK-002,Rukwa,2215.34,4309,51.4
471,2023-05-29,WH-MOR-001,Morogoro,1075.19,2435,44.2
472,2023-05-29,WH-MOR-002,Morogoro,171.98,586,29.3
473,2023-05-29,WH-DOD-001,Dodoma,803.67,2161,37.2
474,2023-05-29,WH-DOD-002,Dodoma,287.01,630,45.6
475,2023-05-29,WH-ARU-001,Arusha,362.99,955,38.0
476,2023-05-29,WH-ARU-002,Arusha,1833.23,4213,43.5
477,2023-05-29,WH-KIL-001,Kilimanjaro,1165.13,3053,38.2
478,2023-05-29,WH-KIL-002,Kilimanjaro,1850.13,4199,44.1
479,2023-05-29,WH-DAR-001,Dar es Salaam,1445.23,2543,56.8
480,2023-05-29,WH-DAR-002,Dar es Salaam,1230.92,3161,38.9
481,2023-05-29,WH-MWA-001,Mwanza,501.62,930,53.9
482,2023-05-29,WH-MWA-002,Mwanza,813.15,2827,28.8
483,2023-05-29,WH-SHI-001,Shinyanga,851.54,2536,33.6
484,2023-05-29,WH-SHI-002,Shinyanga,2177.94,4536,48.0
485,2023-06-05,WH-MBE-001,Mbeya,2497.59,3903,64.0
486,2023-06-05,WH-MBE-002,Mbeya,2387.5,4442,53.7
487,2023-06-05,WH-IRI-001,Iringa,654.58,1175,55.7
488,2023-06-05,WH-IRI-002,Iringa,1400.84,2541,55.1
489,2023-06-05,WH-RUV-001,Ruvuma,329.52,662,49.8
490,2023-06-05,WH-RUV-002,Ruvuma,787.42,1861,42.3
491,2023-06-05,WH-RUK-001,Rukwa,974.97,1839,53.0
492,2023-06-05,WH-RUK-002,Rukwa,2197.66,4309,51.0
493,2023-06-05,WH-MOR-001,Morogoro,1053.87,2435,43.3
494,2023-06-05,WH-MOR-002,Morogoro,171.19,586,29.2
495,2023-06-05,WH-DOD-001,Dodoma,794.8,2161,36.8
496,2023-06-05,WH-DOD-002,Dodoma,286.17,630,45.4
497,2023-06-05,WH-ARU-001,Arusha,367.48,955,38.5
498,2023-06-05,WH-ARU-002,Arusha,1822.28,4213,43.3
499,2023-06-05,WH-KIL-001,Kilimanjaro,1185.65,3053,38.8
500,2023-06-05,WH-KIL-002,Kilimanjaro,1865.14,4199,44.4
501,2023-06-05,WH-DAR-001,Dar es Salaam,1448.5,2543,57.0
502,2023-06-05,WH-DAR-002,Dar es Salaam,1223.42,3161,38.7
503,2023-06-05,WH-MWA-001,Mwanza,510.15,930,54.9
504,2023-06-05,WH-MWA-002,Mwanza,809.78,2827,28.6
505,2023-06-05,WH-SHI-001,Shinyanga,837.49,2536,33.0
506,2023-06-05,WH-SHI-002,Shinyanga,2207.26,4536,48.7
507,2023-06-12,WH-MBE-001,Mbeya,2455.75,3903,62.9
508,2023-06-12,WH-MBE-002,Mbeya,2434.91,4442,54.8
509,2023-06-12,WH-IRI-001,Iringa,657.26,1175,55.9
510,2023-06-12,WH-IRI-002,Iringa,1408.91,2541,55.4
511,2023-06-12,WH-RUV-001,Ruvuma,326.82,662,49.4
512,2023-06-12,WH-RUV-002,Ruvuma,796.45,1861,42.8
513,2023-06-12,WH-RUK-001,Rukwa,961.94,1839,52.3
514,2023-06-12,WH-RUK-002,Rukwa,2173.56,4309,50.4
515,2023-06-12,WH-MOR-001,Morogoro,1034.37,2435,42.5
516,2023-06-12,WH-MOR-002,Morogoro,174.14,586,29.7
517,2023-06-12,WH-DOD-001,Dodoma,779.58,2161,36.1
518,2023-06-12,WH-DOD-002,Dodoma,283.66,630,45.0
519,2023-06-12,WH-ARU-001,Arusha,364.4,955,38.2
520,2023-06-12,WH-ARU-002,Arusha,1823.81,4213,43.3
521,2023-06-12,WH-KIL-001,Kilimanjaro,1183.94,3053,38.8
522,2023-06-12,WH-KIL-002,Kilimanjaro,1850.25,4199,44.1
523,2023-06-12,WH-DAR-001,Dar es Salaam,1452.05,2543,57.1
524,2023-06-12,WH-DAR-002,Dar es Salaam,1236.87,3161,39.1
525,2023-06-12,WH-MWA-001,Mwanza,512.93,930,55.2
526,2023-06-12,WH-MWA-002,Mwanza,820.03,2827,29.0
527,2023-06-12,WH-SHI-001,Shinyanga,840.54,2536,33.1
528,2023-06-12,WH-SHI-002,Shinyanga,2208.03,4536,48.7
529,2023-06-19,WH-MBE-001,Mbeya,2457.4,3903,63.0
530,2023-06-19,WH-MBE-002,Mbeya,2431.72,4442,54.7
531,2023-06-19,WH-IRI-001,Iringa,667.73,1175,56.8
532,2023-06-19,WH-IRI-002,Iringa,1394.62,2541,54.9
533,2023-06-19,WH-RUV-001,Ruvuma,330.85,662,50.0
534,2023-06-19,WH-RUV-002,Ruvuma,781.33,1861,42.0
535,2023-06-19,WH-RUK-001,Rukwa,944.76,1839,51.4
536,2023-06-19,WH-RUK-002,Rukwa,2207.64,4309,51.2
537,2023-06-19,WH-MOR-001,Morogoro,1046.7,2435,43.0
538,2023-06-19,WH-MOR-002,Morogoro,170.69,586,29.1
539,2023-06-19,WH-DOD-001,Dodoma,766.23,2161,35.5
540,2023-06-19,WH-DOD-002,Dodoma,283.5,630,45.0
541,2023-06-19,WH-ARU-001,Arusha,371.05,955,38.9
542,2023-06-19,WH-ARU-002,Arusha,1850.19,4213,43.9
543,2023-06-19,WH-KIL-001,Kilimanjaro,1191.22,3053,39.0
544,2023-06-19,WH-KIL-002,Kilimanjaro,1836.42,4199,43.7
545,2023-06-19,WH-DAR-001,Dar es Salaam,1475.72,2543,58.0
546,2023-06-19,WH-DAR-002,Dar es Salaam,1241.59,3161,39.3
547,2023-06-19,WH-MWA-001,Mwanza,519.27,930,55.8
548,2023-06-19,WH-MWA-002,Mwanza,830.39,2827,29.4
549,2023-06-19,WH-SHI-001,Shinyanga,855.14,2536,33.7
550,2023-06-19,WH-SHI-002,Shinyanga,2203.1,4536,48.6
551,2023-06-26,WH-MBE-001,Mbeya,2418.4,3903,62.0
552,2023-06-26,WH-MBE-002,Mbeya,2473.7,4442,55.7
553,2023-06-26,WH-IRI-001,Iringa,656.35,1175,55.9
554,2023-06-26,WH-IRI-002,Iringa,1372.68,2541,54.0
555,2023-06-26,WH-RUV-001,Ruvuma,333.55,662,50.4
556,2023-06-26,WH-RUV-002,Ruvuma,778.93,1861,41.9
557,2023-06-26,WH-RUK-001,Rukwa,927.83,1839,50.5
558,2023-06-26,WH-RUK-002,Rukwa,2166.72,4309,50.3
559,2023-06-26,WH-MOR-001,Morogoro,1051.56,2435,43.2
560,2023-06-26,WH-MOR-002,Morogoro,168.44,586,28.7
561,2023-06-26,WH-DOD-001,Dodoma,753.75,2161,34.9
562,2023-06-26,WH-DOD-002,Dodoma,281.08,630,44.6
563,2023-06-26,WH-ARU-001,Arusha,364.9,955,38.2
564,2023-06-26,WH-ARU-002,Arusha,1885.1,4213,44.7
565,2023-06-26,WH-KIL-001,Kilimanjaro,1184.39,3053,38.8
566,2023-06-26,WH-KIL-002,Kilimanjaro,1862.07,4199,44.3
567,2023-06-26,WH-DAR-001,Dar es Salaam,1471.17,2543,57.9
568,2023-06-26,WH-DAR-002,Dar es Salaam,1230.63,3161,38.9
569,2023-06-26,WH-MWA-001,Mwanza,513.71,930,55.2
570,2023-06-26,WH-MWA-002,Mwanza,835.89,2827,29.6
571,2023-06-26,WH-SHI-001,Shinyanga,855.79,2536,33.7
572,2023-06-26,WH-SHI-002,Shinyanga,2217.52,4536,48.9
573,2023-07-03,WH-MBE-001,Mbeya,2440.69,3903,62.5
574,2023-07-03,WH-MBE-002,Mbeya,2521.68,4442,56.8
575,2023-07-03,WH-IRI-001,Iringa,667.53,1175,56.8
576,2023-07-03,WH-IRI-002,Iringa,1365.76,2541,53.7
577,2023-07-03,WH-RUV-001,Ruvuma,329.03,662,49.7
578,2023-07-03,WH-RUV-002,Ruvuma,781.03,1861,42.0
579,2023-07-03,WH-RUK-001,Rukwa,913.32,1839,49.7
580,2023-07-03,WH-RUK-002,Rukwa,2190.65,4309,50.8
581,2023-07-03,WH-MOR-001,Morogoro,1031.64,2435,42.4
582,2023-07-03,WH-MOR-002,Morogoro,166.49,586,28.4
583,2023-07-03,WH-DOD-001,Dodoma,745.73,2161,34.5
584,2023-07-03,WH-DOD-002,Dodoma,278.2,630,44.2
585,2023-07-03,WH-ARU-001,Arusha,357.63,955,37.4
586,2023-07-03,WH-ARU-002,Arusha,1918.04,4213,45.5
587,2023-07-03,WH-KIL-001,Kilimanjaro,1163.33,3053,38.1
588,2023-07-03,WH-KIL-002,Kilimanjaro,1870.8,4199,44.6
589,2023-07-03,WH-DAR-001,Dar es Salaam,1488.64,2543,58.5
590,2023-07-03,WH-DAR-002,Dar es Salaam,1234.75,3161,39.1
591,2023-07-03,WH-MWA-001,Mwanza,511.34,930,55.0
592,2023-07-03,WH-MWA-002,Mwanza,832.69,2827,29.5
593,2023-07-03,WH-SHI-001,Shinyanga,850.59,2536,33.5
594,2023-07-03,WH-SHI-002,Shinyanga,2236.97,4536,49.3
595,2023-07-10,WH-MBE-001,Mbeya,2461.94,3903,63.1
596,2023-07-10,WH-MBE-002,Mbeya,2567.8,4442,57.8
597,2023-07-10,WH-IRI-001,Iringa,670.55,1175,57.1
598,2023-07-10,WH-IRI-002,Iringa,1373.83,2541,54.1
599,2023-07-10,WH-RUV-001,Ruvuma,328.46,662,49.6
600,2023-07-10,WH-RUV-002,Ruvuma,768.65,1861,41.3
601,2023-07-10,WH-RUK-001,Rukwa,911.65,1839,49.6
602,2023-07-10,WH-RUK-002,Rukwa,2231.09,4309,51.8
603,2023-07-10,WH-MOR-001,Morogoro,1046.87,2435,43.0
604,2023-07-10,WH-MOR-002,Morogoro,168.24,586,28.7
605,2023-07-10,WH-DOD-001,Dodoma,751.53,2161,34.8
606,2023-07-10,WH-DOD-002,Dodoma,274.36,630,43.5
607,2023-07-10,WH-ARU-001,Arusha,357.72,955,37.5
608,2023-07-10,WH-ARU-002,Arusha,1934.74,4213,45.9
609,2023-07-10,WH-KIL-001,Kilimanjaro,1147.15,3053,37.6
610,2023-07-10,WH-KIL-002,Kilimanjaro,1902.1,4199,45.3
611,2023-07-10,WH-DAR-001,Dar es Salaam,1506.08,2543,59.2
612,2023-07-10,WH-DAR-002,Dar es Salaam,1250.15,3161,39.5
613,2023-07-10,WH-MWA-001,Mwanza,517.94,930,55.7
614,2023-07-10,WH-MWA-002,Mwanza,844.21,2827,29.9
615,2023-07-10,WH-SHI-001,Shinyanga,846.37,2536,33.4
616,2023-07-10,WH-SHI-002,Shinyanga,2221.72,4536,49.0
617,2023-07-17,WH-MBE-001,Mbeya,2477.82,3903,63.5
618,2023-07-17,WH-MBE-002,Mbeya,2602.27,4442,58.6
619,2023-07-17,WH-IRI-001,Iringa,661.26,1175,56.3
620,2023-07-17,WH-IRI-002,Iringa,1372.68,2541,54.0
621,2023-07-17,WH-RUV-001,Ruvuma,332.56,662,50.2
622,2023-07-17,WH-RUV-002,Ruvuma,770.29,1861,41.4
623,2023-07-17,WH-RUK-001,Rukwa,917.62,1839,49.9
624,2023-07-17,WH-RUK-002,Rukwa,2209.74,4309,51.3
625,2023-07-17,WH-MOR-001,Morogoro,1029.21,2435,42.3
626,2023-07-17,WH-MOR-002,Morogoro,171.11,586,29.2
627,2023-07-17,WH-DOD-001,Dodoma,743.76,2161,34.4
628,2023-07-17,WH-DOD-002,Dodoma,275.2,630,43.7
629,2023-07-17,WH-ARU-001,Arusha,361.88,955,37.9
630,2023-07-17,WH-ARU-002,Arusha,1965.27,4213,46.6
631,2023-07-17,WH-KIL-001,Kilimanjaro,1146.3,3053,37.5
632,2023-07-17,WH-KIL-002,Kilimanjaro,1910.39,4199,45.5
633,2023-07-17,WH-DAR-001,Dar es Salaam,1502.48,2543,59.1
634,2023-07-17,WH-DAR-002,Dar es Salaam,1226.81,3161,38.8
635,2023-07-17,WH-MWA-001,Mwanza,507.71,930,54.6
636,2023-07-17,WH-MWA-002,Mwanza,839.61,2827,29.7
637,2023-07-17,WH-SHI-001,Shinyanga,851.15,2536,33.6
638,2023-07-17,WH-SHI-002,Shinyanga,2219.74,4536,48.9
639,2023-07-24,WH-MBE-001,Mbeya,2450.96,3903,62.8
640,2023-07-24,WH-MBE-002,Mbeya,2583.48,4442,58.2
641,2023-07-24,WH-IRI-001,Iringa,664.1,1175,56.5
642,2023-07-24,WH-IRI-002,Iringa,1351.73,2541,53.2
643,2023-07-24,WH-RUV-001,Ruvuma,335.45,662,50.7
644,2023-07-24,WH-RUV-002,Ruvuma,766.86,1861,41.2
645,2023-07-24,WH-RUK-001,Rukwa,911.71,1839,49.6
646,2023-07-24,WH-RUK-002,Rukwa,2200.3,4309,51.1
647,2023-07-24,WH-MOR-001,Morogoro,1042.03,2435,42.8
648,2023-07-24,WH-MOR-002,Morogoro,171.5,586,29.3
649,2023-07-24,WH-DOD-001,Dodoma,734.48,2161,34.0
650,2023-07-24,WH-DOD-002,Dodoma,279.35,630,44.3
651,2023-07-24,WH-ARU-001,Arusha,365.5,955,38.3
652,2023-07-24,WH-ARU-002,Arusha,1956.87,4213,46.4
653,2023-07-24,WH-KIL-001,Kilimanjaro,1141.75,3053,37.4
654,2023-07-24,WH-KIL-002,Kilimanjaro,1934.81,4199,46.1
655,2023-07-24,WH-DAR-001,Dar es Salaam,1504.59,2543,59.2
656,2023-07-24,WH-DAR-002,Dar es Salaam,1231.52,3161,39.0
657,2023-07-24,WH-MWA-001,Mwanza,497.87,930,53.5
658,2023-07-24,WH-MWA-002,Mwanza,854.34,2827,30.2
659,2023-07-24,WH-SHI-001,Shinyanga,856.68,2536,33.8
660,2023-07-24,WH-SHI-002,Shinyanga,2231.14,4536,49.2
661,2023-07-31,WH-MBE-001,Mbeya,2434.06,3903,62.4
662,2023-07-31,WH-MBE-002,Mbeya,2582.03,4442,58.1
663,2023-07-31,WH-IRI-001,Iringa,673.32,1175,57.3
664,2023-07-31,WH-IRI-002,Iringa,1337.17,2541,52.6
665,2023-07-31,WH-RUV-001,Ruvuma,338.36,662,51.1
666,2023-07-31,WH-RUV-002,Ruvuma,759.21,1861,40.8
667,2023-07-31,WH-RUK-001,Rukwa,898.31,1839,48.8
668,2023-07-31,WH-RUK-002,Rukwa,2217.52,4309,51.5
669,2023-07-31,WH-MOR-001,Morogoro,1062.13,2435,43.6
670,2023-07-31,WH-MOR-002,Morogoro,173.04,586,29.5
671,2023-07-31,WH-DOD-001,Dodoma,748.74,2161,34.6
672,2023-07-31,WH-DOD-002,Dodoma,278.2,630,44.2
673,2023-07-31,WH-ARU-001,Arusha,369.12,955,38.7
674,2023-07-31,WH-ARU-002,Arusha,1993.26,4213,47.3
675,2023-07-31,WH-KIL-001,Kilimanjaro,1135.45,3053,37.2
676,2023-07-31,WH-KIL-002,Kilimanjaro,1905.88,4199,45.4
677,2023-07-31,WH-DAR-001,Dar es Salaam,1524.68,2543,60.0
678,2023-07-31,WH-DAR-002,Dar es Salaam,1238.84,3161,39.2
679,2023-07-31,WH-MWA-001,Mwanza,494.47,930,53.2
680,2023-07-31,WH-MWA-002,Mwanza,858.48,2827,30.4
681,2023-07-31,WH-SHI-001,Shinyanga,845.5,2536,33.3
682,2023-07-31,WH-SHI-002,Shinyanga,2274.42,4536,50.1
683,2023-08-07,WH-MBE-001,Mbeya,2557.49,3903,65.5
684,2023-08-07,WH-MBE-002,Mbeya,2883.31,4442,64.9
685,2023-08-07,WH-IRI-001,Iringa,759.76,1175,64.7
686,2023-08-07,WH-IRI-002,Iringa,1510.51,2541,59.4
687,2023-08-07,WH-RUV-001,Ruvuma,359.04,662,54.2
688,2023-08-07,WH-RUV-002,Ruvuma,855.68,1861,46.0
689,2023-08-07,WH-RUK-001,Rukwa,948.2,1839,51.6
690,2023-08-07,WH-RUK-002,Rukwa,2509.78,4309,58.2
691,2023-08-07,WH-MOR-001,Morogoro,1160.28,2435,47.7
692,2023-08-07,WH-MOR-002,Morogoro,188.88,586,32.2
693,2023-08-07,WH-DOD-001,Dodoma,849.53,2161,39.3
694,2023-08-07,WH-DOD-002,Dodoma,304.9,630,48.4
695,2023-08-07,WH-ARU-001,Arusha,408.32,955,42.8
696,2023-08-07,WH-ARU-002,Arusha,2249.95,4213,53.4
697,2023-08-07,WH-KIL-001,Kilimanjaro,1302.13,3053,42.7
698,2023-08-07,WH-KIL-002,Kilimanjaro,2143.54,4199,51.0
699,2023-08-07,WH-DAR-001,Dar es Salaam,1696.48,2543,66.7
700,2023-08-07,WH-DAR-002,Dar es Salaam,1310.92,3161,41.5
701,2023-08-07,WH-MWA-001,Mwanza,566.05,930,60.9
702,2023-08-07,WH-MWA-002,Mwanza,974.84,2827,34.5
703,2023-08-07,WH-SHI-001,Shinyanga,887.88,2536,35.0
704,2023-08-07,WH-SHI-002,Shinyanga,2541.11,4536,56.0
705,2023-08-14,WH-MBE-001,Mbeya,2827.57,3903,72.4
706,2023-08-14,WH-MBE-002,Mbeya,3067.82,4442,69.1
707,2023-08-14,WH-IRI-001,Iringa,855.77,1175,72.8
708,2023-08-14,WH-IRI-002,Iringa,1666.22,2541,65.6
709,2023-08-14,WH-RUV-001,Ruvuma,387.87,662,58.6
710,2023-08-14,WH-RUV-002,Ruvuma,981.6,1861,52.7
711,2023-08-14,WH-RUK-001,Rukwa,1074.52,1839,58.4
712,2023-08-14,WH-RUK-002,Rukwa,2792.0,4309,64.8
713,2023-08-14,WH-MOR-001,Morogoro,1306.96,2435,53.7
714,2023-08-14,WH-MOR-002,Morogoro,211.29,586,36.1
715,2023-08-14,WH-DOD-001,Dodoma,967.59,2161,44.8
716,2023-08-14,WH-DOD-002,Dodoma,341.76,630,54.2
717,2023-08-14,WH-ARU-001,Arusha,451.62,955,47.3
718,2023-08-14,WH-ARU-002,Arusha,2453.54,4213,58.2
719,2023-08-14,WH-KIL-001,Kilimanjaro,1383.88,3053,45.3
720,2023-08-14,WH-KIL-002,Kilimanjaro,2395.16,4199,57.0
721,2023-08-14,WH-DAR-001,Dar es Salaam,1818.29,2543,71.5
722,2023-08-14,WH-DAR-002,Dar es Salaam,1384.52,3161,43.8
723,2023-08-14,WH-MWA-001,Mwanza,632.01,930,68.0
724,2023-08-14,WH-MWA-002,Mwanza,1075.17,2827,38.0
725,2023-08-14,WH-SHI-001,Shinyanga,976.11,2536,38.5
726,2023-08-14,WH-SHI-002,Shinyanga,2894.06,4536,63.8
727,2023-08-21,WH-MBE-001,Mbeya,3245.77,3903,83.2
728,2023-08-21,WH-MBE-002,Mbeya,3512.25,4442,79.1
729,2023-08-21,WH-IRI-001,Iringa,919.53,1175,78.3
730,2023-08-21,WH-IRI-002,Iringa,1914.8,2541,75.4
731,2023-08-21,WH-RUV-001,Ruvuma,440.47,662,66.5
732,2023-08-21,WH-RUV-002,Ruvuma,1122.82,1861,60.3
733,2023-08-21,WH-RUK-001,Rukwa,1232.41,1839,67.0
734,2023-08-21,WH-RUK-002,Rukwa,3133.92,4309,72.7
735,2023-08-21,WH-MOR-001,Morogoro,1381.49,2435,56.7
736,2023-08-21,WH-MOR-002,Morogoro,224.78,586,38.4
737,2023-08-21,WH-DOD-001,Dodoma,1111.55,2161,51.4
738,2023-08-21,WH-DOD-002,Dodoma,385.24,630,61.1
739,2023-08-21,WH-ARU-001,Arusha,498.16,955,52.2
740,2023-08-21,WH-ARU-002,Arusha,2609.64,4213,61.9
741,2023-08-21,WH-KIL-001,Kilimanjaro,1472.41,3053,48.2
742,2023-08-21,WH-KIL-002,Kilimanjaro,2613.28,4199,62.2
743,2023-08-21,WH-DAR-001,Dar es Salaam,2045.7,2543,80.4
744,2023-08-21,WH-DAR-002,Dar es Salaam,1526.6,3161,48.3
745,2023-08-21,WH-MWA-001,Mwanza,725.8,930,78.0
746,2023-08-21,WH-MWA-002,Mwanza,1217.31,2827,43.1
747,2023-08-21,WH-SHI-001,Shinyanga,1036.79,2536,40.9
748,2023-08-21,WH-SHI-002,Shinyanga,3150.02,4536,69.4
749,2023-08-28,WH-MBE-001,Mbeya,3615.17,3903,92.6
750,2023-08-28,WH-MBE-002,Mbeya,3908.21,4442,88.0
751,2023-08-28,WH-IRI-001,Iringa,1031.51,1175,87.8
752,2023-08-28,WH-IRI-002,Iringa,2169.17,2541,85.4
753,2023-08-28,WH-RUV-001,Ruvuma,469.34,662,70.9
754,2023-08-28,WH-RUV-002,Ruvuma,1225.38,1861,65.8
755,2023-08-28,WH-RUK-001,Rukwa,1388.26,1839,75.5
756,2023-08-28,WH-RUK-002,Rukwa,3506.95,4309,81.4
757,2023-08-28,WH-MOR-001,Morogoro,1510.84,2435,62.0
758,2023-08-28,WH-MOR-002,Morogoro,241.38,586,41.2
759,2023-08-28,WH-DOD-001,Dodoma,1223.45,2161,56.6
760,2023-08-28,WH-DOD-002,Dodoma,416.71,630,66.1
761,2023-08-28,WH-ARU-001,Arusha,554.23,955,58.0
762,2023-08-28,WH-ARU-002,Arusha,2894.37,4213,68.7
763,2023-08-28,WH-KIL-001,Kilimanjaro,1606.96,3053,52.6
764,2023-08-28,WH-KIL-002,Kilimanjaro,2864.79,4199,68.2
765,2023-08-28,WH-DAR-001,Dar es Salaam,2204.02,2543,86.7
766,2023-08-28,WH-DAR-002,Dar es Salaam,1730.65,3161,54.8
767,2023-08-28,WH-MWA-001,Mwanza,772.78,930,83.1
768,2023-08-28,WH-MWA-002,Mwanza,1373.31,2827,48.6
769,2023-08-28,WH-SHI-001,Shinyanga,1157.72,2536,45.7
770,2023-08-28,WH-SHI-002,Shinyanga,3532.12,4536,77.9
771,2023-09-04,WH-MBE-001,Mbeya,3903.0,3903,100.0
772,2023-09-04,WH-MBE-002,Mbeya,4361.01,4442,98.2
773,2023-09-04,WH-IRI-001,Iringa,1175.0,1175,100.0
774,2023-09-04,WH-IRI-002,Iringa,2307.98,2541,90.8
775,2023-09-04,WH-RUV-001,Ruvuma,535.04,662,80.8
776,2023-09-04,WH-RUV-002,Ruvuma,1304.93,1861,70.1
