id,date,market,region,quality_grade,price_per_kg_tzs
7078,2023-07-16,Moshi Central,Kilimanjaro,A,1717.44
7079,2023-07-16,Moshi Central,Kilimanjaro,B,1404.33
7080,2023-07-16,Moshi Central,Kilimanjaro,C,1186.96
7081,2023-07-16,Kariakoo,Dar es Salaam,A,1697.65
7082,2023-07-16,Kariakoo,Dar es Salaam,B,1383.15
7083,2023-07-16,Kariakoo,Dar es Salaam,C,1204.96
7084,2023-07-16,Mwenge,Dar es Salaam,A,1693.12
7085,2023-07-16,Mwenge,Dar es Salaam,B,1396.05
7086,2023-07-16,Mwenge,Dar es Salaam,C,1190.79
7087,2023-07-16,Mwanza Central,Mwanza,A,1661.81
7088,2023-07-16,Mwanza Central,Mwanza,B,1421.79
7089,2023-07-16,Mwanza Central,Mwanza,C,1183.69
7090,2023-07-16,Shinyanga Central,Shinyanga,A,1695.85
7091,2023-07-16,Shinyanga Central,Shinyanga,B,1416.59
7092,2023-07-16,Shinyanga Central,Shinyanga,C,1173.04
7093,2023-07-17,Mbeya Central,Mbeya,A,1433.31
7094,2023-07-17,Mbeya Central,Mbeya,B,1214.17
7095,2023-07-17,Mbeya Central,Mbeya,C,1035.5
7096,2023-07-17,Iringa Central,Iringa,A,1446.87
7097,2023-07-17,Iringa Central,Iringa,B,1192.3
7098,2023-07-17,Iringa Central,Iringa,C,1037.85
7099,2023-07-17,Songea Central,Ruvuma,A,1456.3
7100,2023-07-17,Songea Central,Ruvuma,B,1197.8
7101,2023-07-17,Songea Central,Ruvuma,C,1012.99
7102,2023-07-17,Sumbawanga Central,Rukwa,A,1422.29
7103,2023-07-17,Sumbawanga Central,Rukwa,B,1180.93
7104,2023-07-17,Sumbawanga Central,Rukwa,C,1023.88
7105,2023-07-17,Morogoro Central,Morogoro,A,1415.09
7106,2023-07-17,Morogoro Central,Morogoro,B,1213.89
7107,2023-07-17,Morogoro Central,Morogoro,C,1007.5
7108,2023-07-17,Dodoma Central,Dodoma,A,1444.22
7109,2023-07-17,Dodoma Central,Dodoma,B,1206.59
7110,2023-07-17,Dodoma Central,Dodoma,C,1010.06
7111,2023-07-17,Arusha Central,Arusha,A,1650.77
7112,2023-07-17,Arusha Central,Arusha,B,1392.4
7113,2023-07-17,Arusha Central,Arusha,C,1170.4
7114,2023-07-17,Moshi Central,Kilimanjaro,A,1638.99
7115,2023-07-17,Moshi Central,Kilimanjaro,B,1396.4
7116,2023-07-17,Moshi Central,Kilimanjaro,C,1152.38
7117,2023-07-17,Kariakoo,Dar es Salaam,A,1643.52
7118,2023-07-17,Kariakoo,Dar es Salaam,B,1376.46
7119,2023-07-17,Kariakoo,Dar es Salaam,C,1194.57
7120,2023-07-17,Mwenge,Dar es Salaam,A,1672.85
7121,2023-07-17,Mwenge,Dar es Salaam,B,1369.58
7122,2023-07-17,Mwenge,Dar es Salaam,C,1191.07
7123,2023-07-17,Mwanza Central,Mwanza,A,1674.25
7124,2023-07-17,Mwanza Central,Mwanza,B,1360.54
7125,2023-07-17,Mwanza Central,Mwanza,C,1164.02
7126,2023-07-17,Shinyanga Central,Shinyanga,A,1645.59
7127,2023-07-17,Shinyanga Central,Shinyanga,B,1372.76
7128,2023-07-17,Shinyanga Central,Shinyanga,C,1149.92
7129,2023-07-18,Mbeya Central,Mbeya,A,1444.98
7130,2023-07-18,Mbeya Central,Mbeya,B,1208.56
7131,2023-07-18,Mbeya Central,Mbeya,C,1001.94
7132,2023-07-18,Iringa Central,Iringa,A,1440.41
7133,2023-07-18,Iringa Central,Iringa,B,1216.09
7134,2023-07-18,Iringa Central,Iringa,C,1034.64
7135,2023-07-18,Songea Central,Ruvuma,A,1435.51
7136,2023-07-18,Songea Central,Ruvuma,B,1185.38
7137,2023-07-18,Songea Central,Ruvuma,C,1007.78
7138,2023-07-18,Sumbawanga Central,Rukwa,A,1463.53
7139,2023-07-18,Sumbawanga Central,Rukwa,B,1213.69
7140,2023-07-18,Sumbawanga Central,Rukwa,C,1013.54
7141,2023-07-18,Morogoro Central,Morogoro,A,1449.67
7142,2023-07-18,Morogoro Central,Morogoro,B,1209.35
7143,2023-07-18,Morogoro Central,Morogoro,C,1039.66
7144,2023-07-18,Dodoma Central,Dodoma,A,1445.75
7145,2023-07-18,Dodoma Central,Dodoma,B,1191.89
7146,2023-07-18,Dodoma Central,Dodoma,C,1023.2
7147,2023-07-18,Arusha Central,Arusha,A,1686.67
7148,2023-07-18,Arusha Central,Arusha,B,1386.41
7149,2023-07-18,Arusha Central,Arusha,C,1169.19
7150,2023-07-18,Moshi Central,Kilimanjaro,A,1633.63
7151,2023-07-18,Moshi Central,Kilimanjaro,B,1377.48
7152,2023-07-18,Moshi Central,Kilimanjaro,C,1186.57
7153,2023-07-18,Kariakoo,Dar es Salaam,A,1625.67
7154,2023-07-18,Kariakoo,Dar es Salaam,B,1364.51
7155,2023-07-18,Kariakoo,Dar es Salaam,C,1149.71
7156,2023-07-18,Mwenge,Dar es Salaam,A,1637.65
7157,2023-07-18,Mwenge,Dar es Salaam,B,1365.11
7158,2023-07-18,Mwenge,Dar es Salaam,C,1178.81
7159,2023-07-18,Mwanza Central,Mwanza,A,1638.71
7160,2023-07-18,Mwanza Central,Mwanza,B,1392.95
7161,2023-07-18,Mwanza Central,Mwanza,C,1194.24
7162,2023-07-18,Shinyanga Central,Shinyanga,A,1644.84
7163,2023-07-18,Shinyanga Central,Shinyanga,B,1393.25
7164,2023-07-18,Shinyanga Central,Shinyanga,C,1159.17
7165,2023-07-19,Mbeya Central,Mbeya,A,1421.81
7166,2023-07-19,Mbeya Central,Mbeya,B,1223.51
7167,2023-07-19,Mbeya Central,Mbeya,C,1014.4
7168,2023-07-19,Iringa Central,Iringa,A,1415.45
7169,2023-07-19,Iringa Central,Iringa,B,1177.44
7170,2023-07-19,Iringa Central,Iringa,C,1004.3
7171,2023-07-19,Songea Central,Ruvuma,A,1427.94
7172,2023-07-19,Songea Central,Ruvuma,B,1185.33
7173,2023-07-19,Songea Central,Ruvuma,C,1023.5
7174,2023-07-19,Sumbawanga Central,Rukwa,A,1455.29
7175,2023-07-19,Sumbawanga Central,Rukwa,B,1178.11
7176,2023-07-19,Sumbawanga Central,Rukwa,C,1000.81
7177,2023-07-19,Morogoro Central,Morogoro,A,1422.59
7178,2023-07-19,Morogoro Central,Morogoro,B,1184.36
7179,2023-07-19,Morogoro Central,Morogoro,C,1035.72
7180,2023-07-19,Dodoma Central,Dodoma,A,1452.6
7181,2023-07-19,Dodoma Central,Dodoma,B,1192.31
7182,2023-07-19,Dodoma Central,Dodoma,C,1022.22
7183,2023-07-19,Arusha Central,Arusha,A,1634.71
7184,2023-07-19,Arusha Central,Arusha,B,1353.59
7185,2023-07-19,Arusha Central,Arusha,C,1189.09
7186,2023-07-19,Moshi Central,Kilimanjaro,A,1683.2
7187,2023-07-19,Moshi Central,Kilimanjaro,B,1353.56
7188,2023-07-19,Moshi Central,Kilimanjaro,C,1181.33
7189,2023-07-19,Kariakoo,Dar es Salaam,A,1647.98
7190,2023-07-19,Kariakoo,Dar es Salaam,B,1395.87
7191,2023-07-19,Kariakoo,Dar es Salaam,C,1154.75
7192,2023-07-19,Mwenge,Dar es Salaam,A,1684.89
7193,2023-07-19,Mwenge,Dar es Salaam,B,1369.24
7194,2023-07-19,Mwenge,Dar es Salaam,C,1160.81
7195,2023-07-19,Mwanza Central,Mwanza,A,1676.5
7196,2023-07-19,Mwanza Central,Mwanza,B,1388.88
7197,2023-07-19,Mwanza Central,Mwanza,C,1193.7
7198,2023-07-19,Shinyanga Central,Shinyanga,A,1687.6
7199,2023-07-19,Shinyanga Central,Shinyanga,B,1407.47
7200,2023-07-19,Shinyanga Central,Shinyanga,C,1190.91
7201,2023-07-20,Mbeya Central,Mbeya,A,1461.8
7202,2023-07-20,Mbeya Central,Mbeya,B,1179.14
7203,2023-07-20,Mbeya Central,Mbeya,C,1005.49
7204,2023-07-20,Iringa Central,Iringa,A,1464.43
7205,2023-07-20,Iringa Central,Iringa,B,1214.16
7206,2023-07-20,Iringa Central,Iringa,C,1007.42
7207,2023-07-20,Songea Central,Ruvuma,A,1432.98
7208,2023-07-20,Songea Central,Ruvuma,B,1193.96
7209,2023-07-20,Songea Central,Ruvuma,C,1024.06
7210,2023-07-20,Sumbawanga Central,Rukwa,A,1467.47
7211,2023-07-20,Sumbawanga Central,Rukwa,B,1187.74
7212,2023-07-20,Sumbawanga Central,Rukwa,C,1001.48
7213,2023-07-20,Morogoro Central,Morogoro,A,1446.68
7214,2023-07-20,Morogoro Central,Morogoro,B,1185.08
7215,2023-07-20,Morogoro Central,Morogoro,C,1021.45
7216,2023-07-20,Dodoma Central,Dodoma,A,1456.68
7217,2023-07-20,Dodoma Central,Dodoma,B,1191.73
7218,2023-07-20,Dodoma Central,Dodoma,C,1001.77
7219,2023-07-20,Arusha Central,Arusha,A,1675.58
7220,2023-07-20,Arusha Central,Arusha,B,1400.58
7221,2023-07-20,Arusha Central,Arusha,C,1189.49
7222,2023-07-20,Moshi Central,Kilimanjaro,A,1687.03
7223,2023-07-20,Moshi Central,Kilimanjaro,B,1401.3
7224,2023-07-20,Moshi Central,Kilimanjaro,C,1159.36
7225,2023-07-20,Kariakoo,Dar es Salaam,A,1628.27
7226,2023-07-20,Kariakoo,Dar es Salaam,B,1378.38
7227,2023-07-20,Kariakoo,Dar es Salaam,C,1180.67
7228,2023-07-20,Mwenge,Dar es Salaam,A,1627.18
7229,2023-07-20,Mwenge,Dar es Salaam,B,1380.48
7230,2023-07-20,Mwenge,Dar es Salaam,C,1184.79
7231,2023-07-20,Mwanza Central,Mwanza,A,1665.61
7232,2023-07-20,Mwanza Central,Mwanza,B,1380.51
7233,2023-07-20,Mwanza Central,Mwanza,C,1172.93
7234,2023-07-20,Shinyanga Central,Shinyanga,A,1653.63
7235,2023-07-20,Shinyanga Central,Shinyanga,B,1370.16
7236,2023-07-20,Shinyanga Central,Shinyanga,C,1167.08
7237,2023-07-21,Mbeya Central,Mbeya,A,1451.2
7238,2023-07-21,Mbeya Central,Mbeya,B,1210.35
7239,2023-07-21,Mbeya Central,Mbeya,C,1019.79
7240,2023-07-21,Iringa Central,Iringa,A,1426.66
7241,2023-07-21,Iringa Central,Iringa,B,1195.25
7242,2023-07-21,Iringa Central,Iringa,C,1037.18
7243,2023-07-21,Songea Central,Ruvuma,A,1444.84
7244,2023-07-21,Songea Central,Ruvuma,B,1177.76
7245,2023-07-21,Songea Central,Ruvuma,C,1008.56
7246,2023-07-21,Sumbawanga Central,Rukwa,A,1422.89
7247,2023-07-21,Sumbawanga Central,Rukwa,B,1217.43
7248,2023-07-21,Sumbawanga Central,Rukwa,C,1015.75
7249,2023-07-21,Morogoro Central,Morogoro,A,1428.83
7250,2023-07-21,Morogoro Central,Morogoro,B,1218.66
7251,2023-07-21,Morogoro Central,Morogoro,C,1022.91
7252,2023-07-21,Dodoma Central,Dodoma,A,1465.08
7253,2023-07-21,Dodoma Central,Dodoma,B,1193.96
7254,2023-07-21,Dodoma Central,Dodoma,C,1022.06
7255,2023-07-21,Arusha Central,Arusha,A,1631.78
7256,2023-07-21,Arusha Central,Arusha,B,1357.04
7257,2023-07-21,Arusha Central,Arusha,C,1170.4
7258,2023-07-21,Moshi Central,Kilimanjaro,A,1646.17
7259,2023-07-21,Moshi Central,Kilimanjaro,B,1384.63
7260,2023-07-21,Moshi Central,Kilimanjaro,C,1171.37
7261,2023-07-21,Kariakoo,Dar es Salaam,A,1664.02
7262,2023-07-21,Kariakoo,Dar es Salaam,B,1375.92
7263,2023-07-21,Kariakoo,Dar es Salaam,C,1171.48
7264,2023-07-21,Mwenge,Dar es Salaam,A,1649.97
7265,2023-07-21,Mwenge,Dar es Salaam,B,1396.81
7266,2023-07-21,Mwenge,Dar es Salaam,C,1164.41
7267,2023-07-21,Mwanza Central,Mwanza,A,1648.21
7268,2023-07-21,Mwanza Central,Mwanza,B,1362.31
7269,2023-07-21,Mwanza Central,Mwanza,C,1160.51
7270,2023-07-21,Shinyanga Central,Shinyanga,A,1665.63
7271,2023-07-21,Shinyanga Central,Shinyanga,B,1372.22
7272,2023-07-21,Shinyanga Central,Shinyanga,C,1153.41
7273,2023-07-22,Mbeya Central,Mbeya,A,1488.93
7274,2023-07-22,Mbeya Central,Mbeya,B,1224.63
7275,2023-07-22,Mbeya Central,Mbeya,C,1046.38
7276,2023-07-22,Iringa Central,Iringa,A,1485.6
7277,2023-07-22,Iringa Central,Iringa,B,1244.89
7278,2023-07-22,Iringa Central,Iringa,C,1023.69
7279,2023-07-22,Songea Central,Ruvuma,A,1443.62
7280,2023-07-22,Songea Central,Ruvuma,B,1201.39
7281,2023-07-22,Songea Central,Ruvuma,C,1027.93
7282,2023-07-22,Sumbawanga Central,Rukwa,A,1450.98
7283,2023-07-22,Sumbawanga Central,Rukwa,B,1215.64
7284,2023-07-22,Sumbawanga Central,Rukwa,C,1032.19
7285,2023-07-22,Morogoro Central,Morogoro,A,1487.34
7286,2023-07-22,Morogoro Central,Morogoro,B,1232.99
7287,2023-07-22,Morogoro Central,Morogoro,C,1031.01
7288,2023-07-22,Dodoma Central,Dodoma,A,1480.88
7289,2023-07-22,Dodoma Central,Dodoma,B,1248.38
7290,2023-07-22,Dodoma Central,Dodoma,C,1061.14
7291,2023-07-22,Arusha Central,Arusha,A,1706.17
7292,2023-07-22,Arusha Central,Arusha,B,1421.1
7293,2023-07-22,Arusha Central,Arusha,C,1216.2
7294,2023-07-22,Moshi Central,Kilimanjaro,A,1655.91
7295,2023-07-22,Moshi Central,Kilimanjaro,B,1396.31
7296,2023-07-22,Moshi Central,Kilimanjaro,C,1211.89
7297,2023-07-22,Kariakoo,Dar es Salaam,A,1708.25
7298,2023-07-22,Kariakoo,Dar es Salaam,B,1402.18
7299,2023-07-22,Kariakoo,Dar es Salaam,C,1191.95
7300,2023-07-22,Mwenge,Dar es Salaam,A,1694.52
7301,2023-07-22,Mwenge,Dar es Salaam,B,1416.34
7302,2023-07-22,Mwenge,Dar es Salaam,C,1195.12
7303,2023-07-22,Mwanza Central,Mwanza,A,1689.97
7304,2023-07-22,Mwanza Central,Mwanza,B,1422.3
7305,2023-07-22,Mwanza Central,Mwanza,C,1179.68
7306,2023-07-22,Shinyanga Central,Shinyanga,A,1682.19
7307,2023-07-22,Shinyanga Central,Shinyanga,B,1392.22
7308,2023-07-22,Shinyanga Central,Shinyanga,C,1208.38
7309,2023-07-23,Mbeya Central,Mbeya,A,1467.3
7310,2023-07-23,Mbeya Central,Mbeya,B,1224.77
7311,2023-07-23,Mbeya Central,Mbeya,C,1052.3
7312,2023-07-23,Iringa Central,Iringa,A,1483.94
7313,2023-07-23,Iringa Central,Iringa,B,1234.89
7314,2023-07-23,Iringa Central,Iringa,C,1038.79
7315,2023-07-23,Songea Central,Ruvuma,A,1485.95
7316,2023-07-23,Songea Central,Ruvuma,B,1214.85
7317,2023-07-23,Songea Central,Ruvuma,C,1027.41
7318,2023-07-23,Sumbawanga Central,Rukwa,A,1484.67
7319,2023-07-23,Sumbawanga Central,Rukwa,B,1233.69
7320,2023-07-23,Sumbawanga Central,Rukwa,C,1028.31
7321,2023-07-23,Morogoro Central,Morogoro,A,1465.86
7322,2023-07-23,Morogoro Central,Morogoro,B,1226.86
7323,2023-07-23,Morogoro Central,Morogoro,C,1035.19
7324,2023-07-23,Dodoma Central,Dodoma,A,1473.35
7325,2023-07-23,Dodoma Central,Dodoma,B,1205.8
7326,2023-07-23,Dodoma Central,Dodoma,C,1058.85
7327,2023-07-23,Arusha Central,Arusha,A,1655.99
7328,2023-07-23,Arusha Central,Arusha,B,1425.08
7329,2023-07-23,Arusha Central,Arusha,C,1212.46
7330,2023-07-23,Moshi Central,Kilimanjaro,A,1678.3
7331,2023-07-23,Moshi Central,Kilimanjaro,B,1403.05
7332,2023-07-23,Moshi Central,Kilimanjaro,C,1205.35
7333,2023-07-23,Kariakoo,Dar es Salaam,A,1682.59
7334,2023-07-23,Kariakoo,Dar es Salaam,B,1423.29
7335,2023-07-23,Kariakoo,Dar es Salaam,C,1198.26
7336,2023-07-23,Mwenge,Dar es Salaam,A,1677.37
7337,2023-07-23,Mwenge,Dar es Salaam,B,1380.76
7338,2023-07-23,Mwenge,Dar es Salaam,C,1210.12
7339,2023-07-23,Mwanza Central,Mwanza,A,1717.64
7340,2023-07-23,Mwanza Central,Mwanza,B,1388.1
7341,2023-07-23,Mwanza Central,Mwanza,C,1218.12
7342,2023-07-23,Shinyanga Central,Shinyanga,A,1677.65
7343,2023-07-23,Shinyanga Central,Shinyanga,B,1414.91
7344,2023-07-23,Shinyanga Central,Shinyanga,C,1201.39
7345,2023-07-24,Mbeya Central,Mbeya,A,1446.21
7346,2023-07-24,Mbeya Central,Mbeya,B,1217.61
7347,2023-07-24,Mbeya Central,Mbeya,C,1039.59
7348,2023-07-24,Iringa Central,Iringa,A,1422.96
7349,2023-07-24,Iringa Central,Iringa,B,1194.75
7350,2023-07-24,Iringa Central,Iringa,C,1021.41
7351,2023-07-24,Songea Central,Ruvuma,A,1422.05
7352,2023-07-24,Songea Central,Ruvuma,B,1181.21
7353,2023-07-24,Songea Central,Ruvuma,C,1022.84
7354,2023-07-24,Sumbawanga Central,Rukwa,A,1437.21
7355,2023-07-24,Sumbawanga Central,Rukwa,B,1218.95
7356,2023-07-24,Sumbawanga Central,Rukwa,C,1003.4
7357,2023-07-24,Morogoro Central,Morogoro,A,1417.21
7358,2023-07-24,Morogoro Central,Morogoro,B,1202.54
7359,2023-07-24,Morogoro Central,Morogoro,C,1000.91
7360,2023-07-24,Dodoma Central,Dodoma,A,1450.89
7361,2023-07-24,Dodoma Central,Dodoma,B,1199.45
7362,2023-07-24,Dodoma Central,Dodoma,C,1007.22
7363,2023-07-24,Arusha Central,Arusha,A,1627.48
7364,2023-07-24,Arusha Central,Arusha,B,1405.56
7365,2023-07-24,Arusha Central,Arusha,C,1162.86
7366,2023-07-24,Moshi Central,Kilimanjaro,A,1638.32
7367,2023-07-24,Moshi Central,Kilimanjaro,B,1388.81
7368,2023-07-24,Moshi Central,Kilimanjaro,C,1152.82
7369,2023-07-24,Kariakoo,Dar es Salaam,A,1626.69
7370,2023-07-24,Kariakoo,Dar es Salaam,B,1381.02
7371,2023-07-24,Kariakoo,Dar es Salaam,C,1157.6
7372,2023-07-24,Mwenge,Dar es Salaam,A,1679.83
7373,2023-07-24,Mwenge,Dar es Salaam,B,1375.08
7374,2023-07-24,Mwenge,Dar es Salaam,C,1156.91
7375,2023-07-24,Mwanza Central,Mwanza,A,1630.22
7376,2023-07-24,Mwanza Central,Mwanza,B,1382.01
7377,2023-07-24,Mwanza Central,Mwanza,C,1171.98
7378,2023-07-24,Shinyanga Central,Shinyanga,A,1627.43
7379,2023-07-24,Shinyanga Central,Shinyanga,B,1405.12
7380,2023-07-24,Shinyanga Central,Shinyanga,C,1190.16
7381,2023-07-25,Mbeya Central,Mbeya,A,1418.68
7382,2023-07-25,Mbeya Central,Mbeya,B,1185.87
7383,2023-07-25,Mbeya Central,Mbeya,C,1017.23
7384,2023-07-25,Iringa Central,Iringa,A,1452.08
7385,2023-07-25,Iringa Central,Iringa,B,1198.79
7386,2023-07-25,Iringa Central,Iringa,C,1024.23
7387,2023-07-25,Songea Central,Ruvuma,A,1465.3
7388,2023-07-25,Songea Central,Ruvuma,B,1204.2
7389,2023-07-25,Songea Central,Ruvuma,C,1020.1
7390,2023-07-25,Sumbawanga Central,Rukwa,A,1450.65
7391,2023-07-25,Sumbawanga Central,Rukwa,B,1189.22
7392,2023-07-25,Sumbawanga Central,Rukwa,C,999.9
7393,2023-07-25,Morogoro Central,Morogoro,A,1419.42
7394,2023-07-25,Morogoro Central,Morogoro,B,1179.07
7395,2023-07-25,Morogoro Central,Morogoro,C,1015.89
7396,2023-07-25,Dodoma Central,Dodoma,A,1457.72
7397,2023-07-25,Dodoma Central,Dodoma,B,1201.24
7398,2023-07-25,Dodoma Central,Dodoma,C,1036.74
7399,2023-07-25,Arusha Central,Arusha,A,1681.12
7400,2023-07-25,Arusha Central,Arusha,B,1377.8
7401,2023-07-25,Arusha Central,Arusha,C,1176.57
7402,2023-07-25,Moshi Central,Kilimanjaro,A,1671.72
7403,2023-07-25,Moshi Central,Kilimanjaro,B,1368.29
7404,2023-07-25,Moshi Central,Kilimanjaro,C,1190.88
7405,2023-07-25,Kariakoo,Dar es Salaam,A,1653.11
7406,2023-07-25,Kariakoo,Dar es Salaam,B,1391.06
7407,2023-07-25,Kariakoo,Dar es Salaam,C,1182.93
7408,2023-07-25,Mwenge,Dar es Salaam,A,1642.58
7409,2023-07-25,Mwenge,Dar es Salaam,B,1386.24
7410,2023-07-25,Mwenge,Dar es Salaam,C,1187.54
7411,2023-07-25,Mwanza Central,Mwanza,A,1634.48
7412,2023-07-25,Mwanza Central,Mwanza,B,1366.15
7413,2023-07-25,Mwanza Central,Mwanza,C,1191.77
7414,2023-07-25,Shinyanga Central,Shinyanga,A,1671.45
7415,2023-07-25,Shinyanga Central,Shinyanga,B,1377.67
7416,2023-07-25,Shinyanga Central,Shinyanga,C,1192.28
7417,2023-07-26,Mbeya Central,Mbeya,A,1421.77
7418,2023-07-26,Mbeya Central,Mbeya,B,1203.29
7419,2023-07-26,Mbeya Central,Mbeya,C,1015.66
7420,2023-07-26,Iringa Central,Iringa,A,1465.67
7421,2023-07-26,Iringa Central,Iringa,B,1187.51
7422,2023-07-26,Iringa Central,Iringa,C,1035.12
7423,2023-07-26,Songea Central,Ruvuma,A,1426.97
7424,2023-07-26,Songea Central,Ruvuma,B,1206.15
7425,2023-07-26,Songea Central,Ruvuma,C,1011.51
7426,2023-07-26,Sumbawanga Central,Rukwa,A,1463.98
7427,2023-07-26,Sumbawanga Central,Rukwa,B,1209.51
7428,2023-07-26,Sumbawanga Central,Rukwa,C,1029.07
7429,2023-07-26,Morogoro Central,Morogoro,A,1423.71
7430,2023-07-26,Morogoro Central,Morogoro,B,1199.69
7431,2023-07-26,Morogoro Central,Morogoro,C,1040.09
7432,2023-07-26,Dodoma Central,Dodoma,A,1443.04
7433,2023-07-26,Dodoma Central,Dodoma,B,1223.78
7434,2023-07-26,Dodoma Central,Dodoma,C,1002.72
7435,2023-07-26,Arusha Central,Arusha,A,1629.85
7436,2023-07-26,Arusha Central,Arusha,B,1394.71
7437,2023-07-26,Arusha Central,Arusha,C,1164.84
7438,2023-07-26,Moshi Central,Kilimanjaro,A,1652.75
7439,2023-07-26,Moshi Central,Kilimanjaro,B,1366.35
7440,2023-07-26,Moshi Central,Kilimanjaro,C,1173.28
7441,2023-07-26,Kariakoo,Dar es Salaam,A,1653.49
7442,2023-07-26,Kariakoo,Dar es Salaam,B,1356.44
7443,2023-07-26,Kariakoo,Dar es Salaam,C,1182.13
7444,2023-07-26,Mwenge,Dar es Salaam,A,1672.54
7445,2023-07-26,Mwenge,Dar es Salaam,B,1373.44
7446,2023-07-26,Mwenge,Dar es Salaam,C,1184.54
7447,2023-07-26,Mwanza Central,Mwanza,A,1679.57
7448,2023-07-26,Mwanza Central,Mwanza,B,1374.3
7449,2023-07-26,Mwanza Central,Mwanza,C,1150.04
7450,2023-07-26,Shinyanga Central,Shinyanga,A,1630.48
7451,2023-07-26,Shinyanga Central,Shinyanga,B,1403.03
7452,2023-07-26,Shinyanga Central,Shinyanga,C,1164.89
7453,2023-07-27,Mbeya Central,Mbeya,A,1454.32
7454,2023-07-27,Mbeya Central,Mbeya,B,1199.27
7455,2023-07-27,Mbeya Central,Mbeya,C,1002.38
7456,2023-07-27,Iringa Central,Iringa,A,1442.79
7457,2023-07-27,Iringa Central,Iringa,B,1187.63
7458,2023-07-27,Iringa Central,Iringa,C,1038.36
7459,2023-07-27,Songea Central,Ruvuma,A,1419.28
7460,2023-07-27,Songea Central,Ruvuma,B,1215.38
7461,2023-07-27,Songea Central,Ruvuma,C,1033.94
7462,2023-07-27,Sumbawanga Central,Rukwa,A,1421.03
7463,2023-07-27,Sumbawanga Central,Rukwa,B,1176.87
7464,2023-07-27,Sumbawanga Central,Rukwa,C,1003.7
7465,2023-07-27,Morogoro Central,Morogoro,A,1428.14
7466,2023-07-27,Morogoro Central,Morogoro,B,1201.66
7467,2023-07-27,Morogoro Central,Morogoro,C,1015.55
7468,2023-07-27,Dodoma Central,Dodoma,A,1415.67
7469,2023-07-27,Dodoma Central,Dodoma,B,1212.65
7470,2023-07-27,Dodoma Central,Dodoma,C,1027.24
7471,2023-07-27,Arusha Central,Arusha,A,1633.05
7472,2023-07-27,Arusha Central,Arusha,B,1372.17
7473,2023-07-27,Arusha Central,Arusha,C,1159.71
7474,2023-07-27,Moshi Central,Kilimanjaro,A,1625.16
7475,2023-07-27,Moshi Central,Kilimanjaro,B,1389.66
7476,2023-07-27,Moshi Central,Kilimanjaro,C,1159.68
7477,2023-07-27,Kariakoo,Dar es Salaam,A,1669.03
7478,2023-07-27,Kariakoo,Dar es Salaam,B,1398.57
7479,2023-07-27,Kariakoo,Dar es Salaam,C,1187.62
7480,2023-07-27,Mwenge,Dar es Salaam,A,1665.34
7481,2023-07-27,Mwenge,Dar es Salaam,B,1391.95
7482,2023-07-27,Mwenge,Dar es Salaam,C,1191.63
7483,2023-07-27,Mwanza Central,Mwanza,A,1648.75
7484,2023-07-27,Mwanza Central,Mwanza,B,1369.42
7485,2023-07-27,Mwanza Central,Mwanza,C,1152.0
7486,2023-07-27,Shinyanga Central,Shinyanga,A,1623.19
7487,2023-07-27,Shinyanga Central,Shinyanga,B,1395.04
7488,2023-07-27,Shinyanga Central,Shinyanga,C,1185.53
7489,2023-07-28,Mbeya Central,Mbeya,A,1464.7
7490,2023-07-28,Mbeya Central,Mbeya,B,1193.98
7491,2023-07-28,Mbeya Central,Mbeya,C,1009.33
7492,2023-07-28,Iringa Central,Iringa,A,1416.46
7493,2023-07-28,Iringa Central,Iringa,B,1196.24
7494,2023-07-28,Iringa Central,Iringa,C,1039.96
7495,2023-07-28,Songea Central,Ruvuma,A,1430.62
7496,2023-07-28,Songea Central,Ruvuma,B,1185.22
7497,2023-07-28,Songea Central,Ruvuma,C,1026.89
7498,2023-07-28,Sumbawanga Central,Rukwa,A,1423.9
7499,2023-07-28,Sumbawanga Central,Rukwa,B,1218.35
7500,2023-07-28,Sumbawanga Central,Rukwa,C,1032.11
7501,2023-07-28,Morogoro Central,Morogoro,A,1459.03
7502,2023-07-28,Morogoro Central,Morogoro,B,1184.06
7503,2023-07-28,Morogoro Central,Morogoro,C,1006.42
7504,2023-07-28,Dodoma Central,Dodoma,A,1435.14
7505,2023-07-28,Dodoma Central,Dodoma,B,1181.17
7506,2023-07-28,Dodoma Central,Dodoma,C,1012.95
7507,2023-07-28,Arusha Central,Arusha,A,1660.11
7508,2023-07-28,Arusha Central,Arusha,B,1362.86
7509,2023-07-28,Arusha Central,Arusha,C,1159.26
7510,2023-07-28,Moshi Central,Kilimanjaro,A,1658.76
7511,2023-07-28,Moshi Central,Kilimanjaro,B,1404.23
7512,2023-07-28,Moshi Central,Kilimanjaro,C,1155.21
7513,2023-07-28,Kariakoo,Dar es Salaam,A,1637.04
7514,2023-07-28,Kariakoo,Dar es Salaam,B,1372.08
7515,2023-07-28,Kariakoo,Dar es Salaam,C,1157.69
7516,2023-07-28,Mwenge,Dar es Salaam,A,1649.52
7517,2023-07-28,Mwenge,Dar es Salaam,B,1369.86
7518,2023-07-28,Mwenge,Dar es Salaam,C,1167.8
7519,2023-07-28,Mwanza Central,Mwanza,A,1653.27
7520,2023-07-28,Mwanza Central,Mwanza,B,1356.04
7521,2023-07-28,Mwanza Central,Mwanza,C,1187.78
7522,2023-07-28,Shinyanga Central,Shinyanga,A,1665.93
